ID_partida,Tipo_IA,Puntuacion_Final,Resultado,Cartas,Plantado
6050,IA_medio,19,Victoria,5,True
6050,IA_dificil,17,Derrota,4,True
6051,IA_facil,18,Derrota,6,True
6051,IA_medio,19,Victoria,5,True
6051,IA_dificil,18,Derrota,6,True
6052,IA_facil,20,Victoria,4,True
6052,IA_medio,18,Derrota,5,True
6052,IA_dificil,18,Derrota,3,True
6053,IA_facil,17,Derrota,4,True
6053,IA_medio,22,Derrota,5,True
6053,IA_dificil,18,Victoria,5,False
6054,IA_facil,18,Derrota,7,True
6054,IA_medio,19,Derrota,6,True
6054,IA_dificil,20,Victoria,5,True
6055,IA_facil,19,Empate,6,False
6055,IA_medio,17,Derrota,4,True
6055,IA_dificil,19,Empate,4,True
6056,IA_facil,21,Victoria,5,False
6056,IA_medio,12,Derrota,4,False
6056,IA_dificil,12,Derrota,4,False
6057,IA_facil,19,Derrota,5,False
6057,IA_medio,17,Derrota,4,True
6057,IA_dificil,21,Victoria,5,False
6058,IA_facil,19,Victoria,8,False
6058,IA_medio,17,Derrota,6,True
6058,IA_dificil,18,Derrota,5,True
6059,IA_facil,20,Victoria,6,False
6059,IA_medio,18,Derrota,4,True
6059,IA_dificil,17,Derrota,5,True
6060,IA_facil,20,Victoria,4,True
6060,IA_medio,17,Derrota,6,True
6060,IA_dificil,18,Derrota,4,True
6061,IA_facil,20,Empate,5,True
6061,IA_medio,18,Derrota,5,True
6061,IA_dificil,20,Empate,4,True
6062,IA_facil,18,Victoria,4,True
6062,IA_medio,17,Derrota,5,True
6062,IA_dificil,17,Derrota,5,True
6063,IA_facil,18,Derrota,5,True
6063,IA_medio,18,Derrota,6,False
6063,IA_dificil,21,Victoria,6,False
6064,IA_facil,17,Derrota,6,True
6064,IA_medio,17,Derrota,4,True
6064,IA_dificil,18,Victoria,7,False
6065,IA_facil,19,Victoria,6,True
6065,IA_medio,22,Derrota,7,True
6065,IA_dificil,18,Derrota,6,True
6066,IA_facil,21,Victoria,4,False
6066,IA_medio,8,Derrota,3,False
6066,IA_dificil,11,Derrota,3,False
6067,IA_facil,15,Derrota,5,False
6067,IA_medio,18,Derrota,4,True
6067,IA_dificil,21,Victoria,5,False
6068,IA_facil,18,Victoria,4,True
6068,IA_medio,17,Derrota,5,True
6068,IA_dificil,17,Derrota,6,True
6069,IA_facil,17,Derrota,6,True
6069,IA_medio,18,Empate,6,True
6069,IA_dificil,18,Empate,5,True
6070,IA_facil,18,Victoria,4,True
6070,IA_medio,17,Derrota,4,True
6070,IA_dificil,17,Derrota,6,True
6071,IA_facil,19,Victoria,7,False
6071,IA_medio,18,Derrota,5,True
6071,IA_dificil,17,Derrota,6,True
6072,IA_facil,19,Empate,6,True
6072,IA_medio,19,Empate,4,True
6072,IA_dificil,19,Empate,9,False
6073,IA_facil,18,Empate,8,False
6073,IA_medio,18,Empate,5,True
6073,IA_dificil,18,Empate,7,True
6074,IA_facil,17,Derrota,4,True
6074,IA_medio,18,Empate,4,True
6074,IA_dificil,18,Empate,5,False
6075,IA_facil,17,Derrota,5,True
6075,IA_medio,18,Victoria,4,True
6075,IA_dificil,22,Derrota,6,True
6076,IA_facil,18,Derrota,3,True
6076,IA_medio,18,Derrota,6,True
6076,IA_dificil,19,Victoria,4,True
6077,IA_facil,17,Derrota,5,True
6077,IA_medio,20,Victoria,6,False
6077,IA_dificil,18,Derrota,4,True
6078,IA_facil,18,Derrota,6,True
6078,IA_medio,20,Victoria,5,True
6078,IA_dificil,19,Derrota,6,True
6079,IA_facil,19,Derrota,4,True
6079,IA_medio,19,Derrota,5,True
6079,IA_dificil,20,Victoria,7,False
6080,IA_facil,19,Victoria,6,True
6080,IA_medio,22,Derrota,6,True
6080,IA_dificil,17,Derrota,6,True
6081,IA_facil,18,Empate,6,True
6081,IA_medio,18,Empate,6,True
6081,IA_dificil,18,Empate,4,True
6082,IA_facil,18,Empate,4,True
6082,IA_medio,22,Derrota,4,True
6082,IA_dificil,18,Empate,5,False
6083,IA_facil,17,Derrota,5,True
6083,IA_medio,20,Victoria,6,True
6083,IA_dificil,18,Derrota,7,True
6084,IA_facil,17,Derrota,5,True
6084,IA_medio,20,Victoria,4,True
6084,IA_dificil,17,Derrota,5,True
6085,IA_facil,18,Derrota,4,True
6085,IA_medio,18,Derrota,4,True
6085,IA_dificil,20,Victoria,6,False
6086,IA_facil,17,Derrota,4,True
6086,IA_medio,21,Victoria,7,False
6086,IA_dificil,20,Derrota,6,False
6087,IA_facil,17,Derrota,4,True
6087,IA_medio,20,Empate,5,True
6087,IA_dificil,20,Empate,5,True
6088,IA_facil,19,Derrota,5,False
6088,IA_medio,21,Victoria,5,False
6088,IA_dificil,12,Derrota,4,False
6089,IA_facil,18,Derrota,5,True
6089,IA_medio,19,Empate,6,False
6089,IA_dificil,19,Empate,5,True
6090,IA_facil,18,Empate,4,True
6090,IA_medio,22,Derrota,6,True
6090,IA_dificil,18,Empate,5,True
6091,IA_facil,17,Derrota,4,True
6091,IA_medio,19,Victoria,4,True
6091,IA_dificil,17,Derrota,6,True
6092,IA_facil,18,Empate,6,False
6092,IA_medio,18,Empate,4,True
6092,IA_dificil,17,Derrota,3,True
6093,IA_facil,19,Derrota,6,False
6093,IA_medio,19,Derrota,5,True
6093,IA_dificil,21,Victoria,6,False
6094,IA_facil,20,Victoria,5,True
6094,IA_medio,19,Derrota,4,True
6094,IA_dificil,17,Derrota,5,True
6095,IA_facil,18,Empate,6,False
6095,IA_medio,17,Derrota,4,True
6095,IA_dificil,18,Empate,5,True
6096,IA_facil,20,Empate,5,True
6096,IA_medio,19,Derrota,6,True
6096,IA_dificil,20,Empate,5,True
6097,IA_facil,17,Derrota,4,True
6097,IA_medio,17,Derrota,4,True
6097,IA_dificil,19,Victoria,4,True
6098,IA_facil,19,Derrota,4,True
6098,IA_medio,18,Derrota,6,True
6098,IA_dificil,20,Victoria,6,True
6099,IA_facil,19,Victoria,6,False
6099,IA_medio,17,Derrota,5,True
6099,IA_dificil,18,Derrota,4,True
6100,IA_facil,17,Derrota,7,False
6100,IA_medio,21,Victoria,7,False
6100,IA_dificil,15,Derrota,6,False
6101,IA_facil,17,Derrota,5,True
6101,IA_medio,17,Derrota,4,True
6101,IA_dificil,20,Victoria,5,True
6102,IA_facil,19,Empate,6,True
6102,IA_medio,19,Empate,6,True
6102,IA_dificil,17,Derrota,4,True
6103,IA_facil,18,Empate,4,True
6103,IA_medio,18,Empate,6,False
6103,IA_dificil,18,Empate,5,True
6104,IA_facil,19,Derrota,6,True
6104,IA_medio,20,Victoria,5,True
6104,IA_dificil,19,Derrota,4,True
6105,IA_facil,15,Derrota,5,False
6105,IA_medio,18,Derrota,5,False
6105,IA_dificil,21,Victoria,5,False
6106,IA_facil,14,Derrota,5,False
6106,IA_medio,18,Derrota,4,True
6106,IA_dificil,21,Victoria,5,False
6107,IA_facil,15,Derrota,5,False
6107,IA_medio,19,Derrota,5,False
6107,IA_dificil,21,Victoria,5,False
6108,IA_facil,17,Derrota,5,True
6108,IA_medio,18,Derrota,7,True
6108,IA_dificil,19,Victoria,6,True
6109,IA_facil,17,Derrota,6,True
6109,IA_medio,19,Victoria,6,True
6109,IA_dificil,17,Derrota,5,True
6110,IA_facil,22,Derrota,5,True
6110,IA_medio,20,Derrota,5,True
6110,IA_dificil,21,Victoria,6,False
6111,IA_facil,17,Derrota,4,True
6111,IA_medio,18,Empate,4,True
6111,IA_dificil,18,Empate,4,True
6112,IA_facil,19,Derrota,8,True
6112,IA_medio,20,Victoria,6,True
6112,IA_dificil,18,Derrota,6,True
6113,IA_facil,19,Derrota,4,True
6113,IA_medio,19,Derrota,7,True
6113,IA_dificil,20,Victoria,7,True
6114,IA_facil,18,Derrota,4,True
6114,IA_medio,19,Empate,6,True
6114,IA_dificil,19,Empate,7,False
6115,IA_facil,19,Empate,5,False
6115,IA_medio,19,Empate,4,True
6115,IA_dificil,18,Derrota,4,True
6116,IA_facil,22,Derrota,6,True
6116,IA_medio,20,Empate,4,True
6116,IA_dificil,20,Empate,7,False
6117,IA_facil,18,Derrota,6,True
6117,IA_medio,19,Derrota,6,True
6117,IA_dificil,20,Victoria,7,False
6118,IA_facil,17,Derrota,7,True
6118,IA_medio,17,Derrota,6,True
6118,IA_dificil,19,Victoria,6,True
6119,IA_facil,22,Derrota,7,True
6119,IA_medio,17,Derrota,4,True
6119,IA_dificil,19,Victoria,6,True
6120,IA_facil,18,Derrota,6,True
6120,IA_medio,20,Victoria,5,True
6120,IA_dificil,17,Derrota,5,True
6121,IA_facil,18,Derrota,4,True
6121,IA_medio,20,Victoria,4,True
6121,IA_dificil,19,Derrota,5,True
6122,IA_facil,21,Victoria,5,False
6122,IA_medio,11,Derrota,4,False
6122,IA_dificil,20,Derrota,4,False
6123,IA_facil,18,Derrota,5,True
6123,IA_medio,18,Derrota,4,True
6123,IA_dificil,19,Victoria,8,False
6124,IA_facil,20,Empate,6,True
6124,IA_medio,20,Empate,6,True
6124,IA_dificil,19,Derrota,5,True
6125,IA_facil,17,Derrota,4,False
6125,IA_medio,15,Derrota,4,False
6125,IA_dificil,21,Victoria,4,False
6126,IA_facil,22,Derrota,5,True
6126,IA_medio,17,Empate,5,True
6126,IA_dificil,17,Empate,6,False
6127,IA_facil,19,Derrota,5,True
6127,IA_medio,20,Victoria,8,False
6127,IA_dificil,18,Derrota,4,True
6128,IA_facil,18,Derrota,5,True
6128,IA_medio,19,Victoria,4,True
6128,IA_dificil,17,Derrota,4,True
6129,IA_facil,20,Victoria,6,False
6129,IA_medio,17,Derrota,5,True
6129,IA_dificil,17,Derrota,4,True
6130,IA_facil,10,Derrota,5,False
6130,IA_medio,13,Derrota,5,False
6130,IA_dificil,21,Victoria,5,False
6131,IA_facil,20,Empate,5,True
6131,IA_medio,19,Derrota,4,True
6131,IA_dificil,20,Empate,6,False
6132,IA_facil,17,Empate,5,True
6132,IA_medio,17,Empate,5,True
6132,IA_dificil,17,Empate,5,True
6133,IA_facil,21,Victoria,4,False
6133,IA_medio,4,Derrota,3,False
6133,IA_dificil,11,Derrota,3,False
6134,IA_facil,18,Derrota,5,True
6134,IA_medio,20,Victoria,7,False
6134,IA_dificil,18,Derrota,5,True
6135,IA_facil,17,Derrota,8,True
6135,IA_medio,18,Derrota,4,True
6135,IA_dificil,20,Victoria,5,True
6136,IA_facil,17,Derrota,4,True
6136,IA_medio,18,Empate,4,True
6136,IA_dificil,18,Empate,4,True
6137,IA_facil,17,Empate,5,False
6137,IA_medio,17,Empate,4,True
6137,IA_dificil,17,Empate,4,True
6138,IA_facil,19,Victoria,7,False
6138,IA_medio,17,Derrota,5,True
6138,IA_dificil,22,Derrota,5,True
6139,IA_facil,19,Empate,4,True
6139,IA_medio,19,Empate,5,True
6139,IA_dificil,18,Derrota,6,True
6140,IA_facil,20,Victoria,5,True
6140,IA_medio,18,Derrota,6,True
6140,IA_dificil,19,Derrota,7,True
6141,IA_facil,19,Victoria,4,True
6141,IA_medio,17,Derrota,6,True
6141,IA_dificil,17,Derrota,6,True
6142,IA_facil,18,Empate,5,True
6142,IA_medio,17,Derrota,4,True
6142,IA_dificil,18,Empate,7,False
6143,IA_facil,18,Victoria,5,False
6143,IA_medio,17,Derrota,4,True
6143,IA_dificil,17,Derrota,4,True
6144,IA_facil,20,Victoria,4,True
6144,IA_medio,18,Derrota,9,True
6144,IA_dificil,22,Derrota,7,True
6145,IA_facil,17,Derrota,4,True
6145,IA_medio,18,Derrota,5,True
6145,IA_dificil,19,Victoria,4,True
6146,IA_facil,17,Derrota,7,True
6146,IA_medio,19,Victoria,5,True
6146,IA_dificil,17,Derrota,5,True
6147,IA_facil,18,Derrota,5,True
6147,IA_medio,17,Derrota,6,True
6147,IA_dificil,19,Victoria,4,True
6148,IA_facil,16,Derrota,6,False
6148,IA_medio,21,Victoria,6,False
6148,IA_dificil,11,Derrota,5,False
6149,IA_facil,19,Victoria,7,True
6149,IA_medio,18,Derrota,7,True
6149,IA_dificil,22,Derrota,5,True
6150,IA_facil,20,Victoria,5,True
6150,IA_medio,17,Derrota,8,True
6150,IA_dificil,17,Derrota,5,True
6151,IA_facil,20,Derrota,6,True
6151,IA_medio,20,Derrota,4,True
6151,IA_dificil,21,Victoria,7,False
6152,IA_facil,17,Derrota,3,True
6152,IA_medio,19,Victoria,6,False
6152,IA_dificil,17,Derrota,4,True
6153,IA_facil,19,Derrota,6,True
6153,IA_medio,20,Victoria,5,True
6153,IA_dificil,22,Derrota,8,True
6154,IA_facil,18,Empate,5,True
6154,IA_medio,18,Empate,4,True
6154,IA_dificil,18,Empate,5,True
6155,IA_facil,18,Derrota,4,True
6155,IA_medio,17,Derrota,5,True
6155,IA_dificil,19,Victoria,6,False
6156,IA_facil,17,Derrota,6,True
6156,IA_medio,19,Victoria,4,True
6156,IA_dificil,18,Derrota,6,True
6157,IA_facil,19,Derrota,4,True
6157,IA_medio,20,Victoria,5,False
6157,IA_dificil,17,Derrota,4,True
6158,IA_facil,20,Victoria,5,True
6158,IA_medio,17,Derrota,6,True
6158,IA_dificil,19,Derrota,5,True
6159,IA_facil,19,Empate,6,True
6159,IA_medio,17,Derrota,6,True
6159,IA_dificil,19,Empate,6,True
6160,IA_facil,21,Victoria,6,False
6160,IA_medio,17,Derrota,5,False
6160,IA_dificil,14,Derrota,5,False
6161,IA_facil,19,Victoria,4,True
6161,IA_medio,22,Derrota,5,True
6161,IA_dificil,17,Derrota,4,True
6162,IA_facil,18,Derrota,6,False
6162,IA_medio,21,Victoria,6,False
6162,IA_dificil,15,Derrota,5,False
6163,IA_facil,22,Derrota,8,True
6163,IA_medio,22,Derrota,6,True
6163,IA_dificil,17,Victoria,4,True
6164,IA_facil,22,Derrota,7,True
6164,IA_medio,18,Empate,5,True
6164,IA_dificil,18,Empate,5,True
6165,IA_facil,18,Derrota,5,True
6165,IA_medio,19,Victoria,7,False
6165,IA_dificil,17,Derrota,6,True
6166,IA_facil,18,Derrota,5,True
6166,IA_medio,20,Victoria,5,True
6166,IA_dificil,18,Derrota,5,True
6167,IA_facil,17,Derrota,9,True
6167,IA_medio,22,Derrota,7,True
6167,IA_dificil,19,Victoria,7,True
6168,IA_facil,18,Empate,5,True
6168,IA_medio,18,Empate,5,True
6168,IA_dificil,17,Derrota,5,True
6169,IA_facil,20,Victoria,6,False
6169,IA_medio,18,Derrota,5,True
6169,IA_dificil,17,Derrota,5,True
6170,IA_facil,20,Victoria,5,True
6170,IA_medio,18,Derrota,7,True
6170,IA_dificil,18,Derrota,5,True
6171,IA_facil,17,Empate,4,False
6171,IA_medio,17,Empate,3,True
6171,IA_dificil,17,Empate,3,True
6172,IA_facil,20,Empate,6,True
6172,IA_medio,19,Derrota,4,True
6172,IA_dificil,20,Empate,6,True
6173,IA_facil,17,Derrota,5,True
6173,IA_medio,19,Victoria,4,True
6173,IA_dificil,17,Derrota,3,True
6174,IA_facil,19,Derrota,6,True
6174,IA_medio,21,Victoria,7,False
6174,IA_dificil,16,Derrota,6,False
6175,IA_facil,18,Derrota,7,True
6175,IA_medio,19,Victoria,6,True
6175,IA_dificil,18,Derrota,5,True
6176,IA_facil,17,Derrota,7,True
6176,IA_medio,19,Empate,7,True
6176,IA_dificil,19,Empate,6,True
6177,IA_facil,18,Empate,5,True
6177,IA_medio,17,Derrota,8,True
6177,IA_dificil,18,Empate,6,True
6178,IA_facil,21,Victoria,6,False
6178,IA_medio,17,Derrota,4,True
6178,IA_dificil,17,Derrota,5,False
6179,IA_facil,22,Derrota,5,True
6179,IA_medio,17,Derrota,7,True
6179,IA_dificil,18,Victoria,5,True
6180,IA_facil,19,Empate,4,True
6180,IA_medio,17,Derrota,5,True
6180,IA_dificil,19,Empate,7,False
6181,IA_facil,20,Empate,5,True
6181,IA_medio,20,Empate,6,True
6181,IA_dificil,20,Empate,6,True
6182,IA_facil,22,Derrota,6,True
6182,IA_medio,19,Victoria,5,True
6182,IA_dificil,18,Derrota,5,True
6183,IA_facil,19,Derrota,6,False
6183,IA_medio,17,Derrota,5,True
6183,IA_dificil,21,Victoria,6,False
6184,IA_facil,20,Victoria,7,False
6184,IA_medio,18,Derrota,5,True
6184,IA_dificil,17,Derrota,5,True
6185,IA_facil,18,Empate,5,False
6185,IA_medio,18,Empate,4,True
6185,IA_dificil,18,Empate,3,True
6186,IA_facil,13,Derrota,4,False
6186,IA_medio,21,Victoria,4,False
6186,IA_dificil,14,Derrota,3,False
6187,IA_facil,21,Victoria,6,False
6187,IA_medio,18,Derrota,4,True
6187,IA_dificil,18,Derrota,5,False
6188,IA_facil,17,Derrota,4,True
6188,IA_medio,18,Empate,5,True
6188,IA_dificil,18,Empate,5,True
6189,IA_facil,18,Derrota,5,True
6189,IA_medio,19,Victoria,7,False
6189,IA_dificil,18,Derrota,4,True
6190,IA_facil,17,Derrota,4,True
6190,IA_medio,17,Derrota,6,True
6190,IA_dificil,19,Victoria,6,True
6191,IA_facil,17,Derrota,6,False
6191,IA_medio,17,Derrota,5,True
6191,IA_dificil,21,Victoria,6,False
6192,IA_facil,19,Derrota,5,True
6192,IA_medio,20,Victoria,5,True
6192,IA_dificil,18,Derrota,4,True
6193,IA_facil,22,Derrota,4,True
6193,IA_medio,21,Victoria,6,False
6193,IA_dificil,14,Derrota,5,False
6194,IA_facil,17,Derrota,4,True
6194,IA_medio,18,Victoria,4,True
6194,IA_dificil,17,Derrota,6,True
6195,IA_facil,18,Derrota,5,True
6195,IA_medio,21,Victoria,8,False
6195,IA_dificil,17,Derrota,5,True
6196,IA_facil,22,Derrota,5,True
6196,IA_medio,19,Victoria,4,True
6196,IA_dificil,17,Derrota,6,True
6197,IA_facil,19,Empate,5,True
6197,IA_medio,19,Empate,5,True
6197,IA_dificil,17,Derrota,5,True
6198,IA_facil,21,Victoria,6,False
6198,IA_medio,17,Derrota,4,True
6198,IA_dificil,13,Derrota,5,False
6199,IA_facil,21,Victoria,7,False
6199,IA_medio,16,Derrota,6,False
6199,IA_dificil,18,Derrota,5,True
6200,IA_facil,19,Derrota,4,True
6200,IA_medio,17,Derrota,5,True
6200,IA_dificil,20,Victoria,5,True
6201,IA_facil,19,Derrota,7,False
6201,IA_medio,21,Victoria,7,False
6201,IA_dificil,17,Derrota,4,True
6202,IA_facil,19,Derrota,5,True
6202,IA_medio,21,Victoria,6,False
6202,IA_dificil,14,Derrota,5,False
6203,IA_facil,18,Derrota,4,True
6203,IA_medio,19,Victoria,5,True
6203,IA_dificil,17,Derrota,6,True
6204,IA_facil,21,Victoria,6,False
6204,IA_medio,15,Derrota,5,False
6204,IA_dificil,11,Derrota,5,False
6205,IA_facil,20,Victoria,5,True
6205,IA_medio,18,Derrota,7,True
6205,IA_dificil,17,Derrota,5,True
6206,IA_facil,18,Empate,6,False
6206,IA_medio,18,Empate,4,True
6206,IA_dificil,17,Derrota,5,True
6207,IA_facil,18,Derrota,3,True
6207,IA_medio,20,Victoria,5,False
6207,IA_dificil,17,Derrota,3,True
6208,IA_facil,18,Derrota,6,True
6208,IA_medio,20,Victoria,5,True
6208,IA_dificil,22,Derrota,6,True
6209,IA_facil,17,Derrota,5,True
6209,IA_medio,19,Victoria,4,True
6209,IA_dificil,17,Derrota,5,True
6210,IA_facil,17,Derrota,3,True
6210,IA_medio,13,Derrota,4,False
6210,IA_dificil,21,Victoria,4,False
6211,IA_facil,17,Derrota,7,True
6211,IA_medio,19,Empate,5,True
6211,IA_dificil,19,Empate,5,True
6212,IA_facil,18,Derrota,6,True
6212,IA_medio,20,Victoria,6,True
6212,IA_dificil,18,Derrota,6,True
6213,IA_facil,21,Victoria,5,False
6213,IA_medio,6,Derrota,4,False
6213,IA_dificil,15,Derrota,4,False
6214,IA_facil,17,Derrota,3,True
6214,IA_medio,21,Victoria,6,False
6214,IA_dificil,15,Derrota,5,False
6215,IA_facil,20,Victoria,6,False
6215,IA_medio,18,Derrota,3,True
6215,IA_dificil,18,Derrota,5,True
6216,IA_facil,17,Derrota,6,True
6216,IA_medio,18,Derrota,4,True
6216,IA_dificil,21,Victoria,7,False
6217,IA_facil,20,Derrota,4,True
6217,IA_medio,21,Victoria,6,False
6217,IA_dificil,16,Derrota,5,False
6218,IA_facil,14,Derrota,5,False
6218,IA_medio,21,Victoria,5,False
6218,IA_dificil,10,Derrota,4,False
6219,IA_facil,19,Derrota,5,True
6219,IA_medio,20,Victoria,8,False
6219,IA_dificil,17,Derrota,6,True
6220,IA_facil,19,Victoria,5,True
6220,IA_medio,17,Derrota,5,True
6220,IA_dificil,18,Derrota,6,True
6221,IA_facil,21,Victoria,7,False
6221,IA_medio,19,Derrota,5,True
6221,IA_dificil,18,Derrota,5,True
6222,IA_facil,21,Victoria,5,False
6222,IA_medio,18,Derrota,4,False
6222,IA_dificil,14,Derrota,4,False
6223,IA_facil,19,Victoria,5,True
6223,IA_medio,18,Derrota,6,True
6223,IA_dificil,17,Derrota,4,True
6224,IA_facil,17,Derrota,6,True
6224,IA_medio,19,Victoria,5,True
6224,IA_dificil,18,Derrota,5,True
6225,IA_facil,17,Derrota,4,True
6225,IA_medio,18,Victoria,5,True
6225,IA_dificil,17,Derrota,5,True
6226,IA_facil,14,Derrota,5,False
6226,IA_medio,21,Victoria,5,False
6226,IA_dificil,14,Derrota,4,False
6227,IA_facil,17,Derrota,6,True
6227,IA_medio,21,Victoria,8,False
6227,IA_dificil,20,Derrota,6,True
6228,IA_facil,21,Victoria,6,False
6228,IA_medio,22,Derrota,5,True
6228,IA_dificil,10,Derrota,5,False
6229,IA_facil,20,Empate,7,False
6229,IA_medio,20,Empate,4,True
6229,IA_dificil,17,Derrota,5,True
6230,IA_facil,18,Derrota,6,True
6230,IA_medio,20,Victoria,6,True
6230,IA_dificil,22,Derrota,5,True
6231,IA_facil,18,Derrota,5,True
6231,IA_medio,20,Victoria,5,True
6231,IA_dificil,18,Derrota,5,True
6232,IA_facil,18,Derrota,5,True
6232,IA_medio,18,Derrota,6,True
6232,IA_dificil,19,Victoria,4,True
6233,IA_facil,21,Victoria,4,False
6233,IA_medio,13,Derrota,3,False
6233,IA_dificil,16,Derrota,3,False
6234,IA_facil,21,Victoria,5,False
6234,IA_medio,14,Derrota,4,False
6234,IA_dificil,15,Derrota,4,False
6235,IA_facil,17,Derrota,8,True
6235,IA_medio,20,Victoria,6,True
6235,IA_dificil,18,Derrota,5,True
6236,IA_facil,21,Victoria,5,False
6236,IA_medio,12,Derrota,4,False
6236,IA_dificil,18,Derrota,4,False
6237,IA_facil,17,Derrota,6,True
6237,IA_medio,18,Victoria,5,True
6237,IA_dificil,17,Derrota,5,True
6238,IA_facil,19,Empate,6,False
6238,IA_medio,18,Derrota,5,True
6238,IA_dificil,19,Empate,5,True
6239,IA_facil,18,Derrota,4,True
6239,IA_medio,20,Victoria,4,True
6239,IA_dificil,18,Derrota,4,True
6240,IA_facil,20,Derrota,5,False
6240,IA_medio,16,Derrota,5,False
6240,IA_dificil,21,Victoria,5,False
6241,IA_facil,21,Victoria,5,False
6241,IA_medio,7,Derrota,4,False
6241,IA_dificil,13,Derrota,4,False
6242,IA_facil,17,Derrota,5,True
6242,IA_medio,19,Victoria,6,True
6242,IA_dificil,18,Derrota,6,True
6243,IA_facil,17,Derrota,5,True
6243,IA_medio,17,Derrota,6,False
6243,IA_dificil,21,Victoria,6,False
6244,IA_facil,19,Empate,6,True
6244,IA_medio,19,Empate,4,True
6244,IA_dificil,18,Derrota,7,True
6245,IA_facil,17,Derrota,5,False
6245,IA_medio,18,Derrota,4,True
6245,IA_dificil,21,Victoria,5,False
6246,IA_facil,17,Derrota,6,True
6246,IA_medio,20,Empate,6,True
6246,IA_dificil,20,Empate,5,True
6247,IA_facil,17,Derrota,6,False
6247,IA_medio,21,Victoria,6,False
6247,IA_dificil,19,Derrota,5,False
6248,IA_facil,20,Victoria,5,False
6248,IA_medio,18,Derrota,4,True
6248,IA_dificil,19,Derrota,4,True
6249,IA_facil,18,Victoria,5,True
6249,IA_medio,22,Derrota,5,True
6249,IA_dificil,17,Derrota,5,True
6250,IA_facil,17,Derrota,5,False
6250,IA_medio,21,Victoria,5,False
6250,IA_dificil,14,Derrota,4,False
6251,IA_facil,17,Empate,5,True
6251,IA_medio,17,Empate,8,False
6251,IA_dificil,17,Empate,5,True
6252,IA_facil,20,Victoria,5,True
6252,IA_medio,19,Derrota,5,True
6252,IA_dificil,18,Derrota,4,True
6253,IA_facil,18,Victoria,10,False
6253,IA_medio,17,Derrota,4,True
6253,IA_dificil,17,Derrota,5,True
6254,IA_facil,17,Derrota,7,True
6254,IA_medio,18,Derrota,4,True
6254,IA_dificil,19,Victoria,5,True
6255,IA_facil,18,Derrota,5,True
6255,IA_medio,20,Victoria,5,True
6255,IA_dificil,22,Derrota,5,True
6256,IA_facil,17,Empate,5,True
6256,IA_medio,17,Empate,7,False
6256,IA_dificil,17,Empate,6,True
6257,IA_facil,17,Derrota,5,True
6257,IA_medio,17,Derrota,6,True
6257,IA_dificil,19,Victoria,5,True
6258,IA_facil,19,Empate,7,False
6258,IA_medio,18,Derrota,5,True
6258,IA_dificil,19,Empate,5,True
6259,IA_facil,15,Derrota,4,False
6259,IA_medio,14,Derrota,4,False
6259,IA_dificil,21,Victoria,4,False
6260,IA_facil,19,Derrota,5,True
6260,IA_medio,17,Derrota,5,True
6260,IA_dificil,20,Victoria,5,True
6261,IA_facil,21,Victoria,6,False
6261,IA_medio,15,Derrota,5,False
6261,IA_dificil,13,Derrota,5,False
6262,IA_facil,19,Derrota,5,False
6262,IA_medio,21,Victoria,5,False
6262,IA_dificil,19,Derrota,4,False
6263,IA_facil,16,Derrota,5,False
6263,IA_medio,14,Derrota,5,False
6263,IA_dificil,21,Victoria,5,False
6264,IA_facil,20,Victoria,5,True
6264,IA_medio,17,Derrota,5,True
6264,IA_dificil,18,Derrota,6,True
6265,IA_facil,17,Derrota,5,True
6265,IA_medio,19,Victoria,6,False
6265,IA_dificil,17,Derrota,3,True
6266,IA_facil,21,Victoria,4,False
6266,IA_medio,11,Derrota,3,False
6266,IA_dificil,10,Derrota,3,False
6267,IA_facil,20,Victoria,7,False
6267,IA_medio,18,Derrota,4,True
6267,IA_dificil,18,Derrota,5,True
6268,IA_facil,18,Derrota,4,True
6268,IA_medio,17,Derrota,5,True
6268,IA_dificil,19,Victoria,5,True
6269,IA_facil,18,Derrota,6,True
6269,IA_medio,18,Derrota,4,True
6269,IA_dificil,19,Victoria,5,True
6270,IA_facil,17,Derrota,5,True
6270,IA_medio,18,Victoria,5,True
6270,IA_dificil,17,Derrota,5,True
6271,IA_facil,20,Victoria,5,True
6271,IA_medio,17,Derrota,5,True
6271,IA_dificil,17,Derrota,7,True
6272,IA_facil,20,Empate,4,True
6272,IA_medio,19,Derrota,4,True
6272,IA_dificil,20,Empate,5,False
6273,IA_facil,16,Derrota,6,False
6273,IA_medio,19,Derrota,6,False
6273,IA_dificil,21,Victoria,6,False
6274,IA_facil,19,Victoria,6,True
6274,IA_medio,18,Derrota,6,True
6274,IA_dificil,22,Derrota,6,True
6275,IA_facil,17,Derrota,5,True
6275,IA_medio,19,Victoria,6,False
6275,IA_dificil,18,Derrota,5,True
6276,IA_facil,20,Empate,7,False
6276,IA_medio,19,Derrota,4,True
6276,IA_dificil,20,Empate,6,True
6277,IA_facil,17,Empate,5,True
6277,IA_medio,17,Empate,4,True
6277,IA_dificil,17,Empate,5,True
6278,IA_facil,17,Derrota,4,True
6278,IA_medio,22,Derrota,5,True
6278,IA_dificil,19,Victoria,4,True
6279,IA_facil,20,Derrota,4,False
6279,IA_medio,10,Derrota,4,False
6279,IA_dificil,21,Victoria,4,False
6280,IA_facil,18,Derrota,5,True
6280,IA_medio,17,Derrota,4,True
6280,IA_dificil,19,Victoria,4,True
