ID_partida,Tipo_IA,Puntuacion_Final,Resultado,Cartas,Plantado
2965,IA_medio,17,Derrota,7,True
2965,IA_dificil,19,Victoria,4,True
2966,IA_facil,17,Derrota,5,True
2966,IA_medio,19,Derrota,7,True
2966,IA_dificil,20,Victoria,6,True
2967,IA_facil,18,Empate,7,False
2967,IA_medio,18,Empate,6,True
2967,IA_dificil,18,Empate,5,True
2968,IA_facil,18,Derrota,4,True
2968,IA_medio,20,Victoria,5,True
2968,IA_dificil,18,Derrota,6,True
2969,IA_facil,17,Derrota,6,True
2969,IA_medio,19,Victoria,5,True
2969,IA_dificil,17,Derrota,5,True
2970,IA_facil,19,Victoria,7,True
2970,IA_medio,22,Derrota,8,True
2970,IA_dificil,17,Derrota,5,True
2971,IA_facil,21,Victoria,7,False
2971,IA_medio,17,Derrota,5,True
2971,IA_dificil,17,Derrota,4,True
2972,IA_facil,18,Derrota,6,False
2972,IA_medio,21,Victoria,6,False
2972,IA_dificil,13,Derrota,5,False
2973,IA_facil,19,Victoria,4,True
2973,IA_medio,18,Derrota,4,True
2973,IA_dificil,18,Derrota,4,True
2974,IA_facil,18,Derrota,6,True
2974,IA_medio,19,Victoria,6,True
2974,IA_dificil,17,Derrota,10,True
2975,IA_facil,19,Victoria,6,False
2975,IA_medio,17,Derrota,5,True
2975,IA_dificil,17,Derrota,5,True
2976,IA_facil,17,Derrota,6,True
2976,IA_medio,20,Empate,7,False
2976,IA_dificil,20,Empate,5,True
2977,IA_facil,17,Derrota,5,True
2977,IA_medio,19,Victoria,8,False
2977,IA_dificil,17,Derrota,5,True
2978,IA_facil,18,Derrota,5,True
2978,IA_medio,17,Derrota,5,True
2978,IA_dificil,19,Victoria,5,True
2979,IA_facil,21,Victoria,6,False
2979,IA_medio,18,Derrota,5,False
2979,IA_dificil,19,Derrota,5,False
2980,IA_facil,18,Derrota,6,True
2980,IA_medio,17,Derrota,4,True
2980,IA_dificil,20,Victoria,4,True
2981,IA_facil,18,Derrota,4,True
2981,IA_medio,20,Victoria,5,True
2981,IA_dificil,22,Derrota,8,True
2982,IA_facil,17,Derrota,5,True
2982,IA_medio,17,Derrota,5,True
2982,IA_dificil,18,Victoria,6,False
2983,IA_facil,20,Victoria,5,True
2983,IA_medio,17,Derrota,4,True
2983,IA_dificil,19,Derrota,8,True
2984,IA_facil,17,Derrota,5,True
2984,IA_medio,18,Derrota,5,True
2984,IA_dificil,20,Victoria,4,True
2985,IA_facil,14,Derrota,5,False
2985,IA_medio,17,Derrota,4,True
2985,IA_dificil,21,Victoria,5,False
2986,IA_facil,18,Derrota,4,True
2986,IA_medio,19,Derrota,4,True
2986,IA_dificil,20,Victoria,5,False
2987,IA_facil,17,Derrota,6,True
2987,IA_medio,18,Victoria,6,True
2987,IA_dificil,17,Derrota,5,True
2988,IA_facil,18,Empate,4,True
2988,IA_medio,18,Empate,6,False
2988,IA_dificil,18,Empate,4,True
2989,IA_facil,21,Victoria,4,False
2989,IA_medio,10,Derrota,3,False
2989,IA_dificil,5,Derrota,3,False
2990,IA_facil,22,Derrota,7,True
2990,IA_medio,18,Victoria,6,True
2990,IA_dificil,22,Derrota,6,True
2991,IA_facil,20,Victoria,5,True
2991,IA_medio,17,Derrota,6,True
2991,IA_dificil,17,Derrota,6,True
2992,IA_facil,17,Derrota,7,True
2992,IA_medio,18,Empate,5,True
2992,IA_dificil,18,Empate,6,True
2993,IA_facil,18,Derrota,6,True
2993,IA_medio,17,Derrota,6,True
2993,IA_dificil,19,Victoria,5,True
2994,IA_facil,21,Victoria,4,False
2994,IA_medio,12,Derrota,3,False
2994,IA_dificil,17,Derrota,3,False
2995,IA_facil,21,Victoria,7,False
2995,IA_medio,20,Derrota,5,True
2995,IA_dificil,17,Derrota,6,False
2996,IA_facil,17,Derrota,4,True
2996,IA_medio,18,Empate,5,True
2996,IA_dificil,18,Empate,5,True
2997,IA_facil,17,Derrota,6,True
2997,IA_medio,17,Derrota,5,True
2997,IA_dificil,19,Victoria,4,True
2998,IA_facil,19,Derrota,7,True
2998,IA_medio,20,Victoria,5,True
2998,IA_dificil,19,Derrota,6,True
2999,IA_facil,19,Derrota,6,True
2999,IA_medio,20,Victoria,6,True
2999,IA_dificil,18,Derrota,4,True
3000,IA_facil,18,Derrota,5,False
3000,IA_medio,21,Victoria,5,False
3000,IA_dificil,17,Derrota,3,True
3001,IA_facil,18,Derrota,5,True
3001,IA_medio,17,Derrota,4,True
3001,IA_dificil,19,Victoria,5,True
3002,IA_facil,18,Derrota,5,True
3002,IA_medio,17,Derrota,5,True
3002,IA_dificil,19,Victoria,6,False
3003,IA_facil,22,Derrota,8,True
3003,IA_medio,19,Empate,5,True
3003,IA_dificil,19,Empate,7,True
3004,IA_facil,20,Victoria,4,True
3004,IA_medio,19,Derrota,5,True
3004,IA_dificil,18,Derrota,8,True
3005,IA_facil,22,Derrota,6,True
3005,IA_medio,18,Derrota,6,True
3005,IA_dificil,19,Victoria,5,True
3006,IA_facil,17,Derrota,5,True
3006,IA_medio,18,Derrota,7,True
3006,IA_dificil,19,Victoria,7,True
3007,IA_facil,20,Victoria,6,False
3007,IA_medio,22,Derrota,6,True
3007,IA_dificil,17,Derrota,3,True
3008,IA_facil,17,Derrota,3,True
3008,IA_medio,18,Empate,5,False
3008,IA_dificil,18,Empate,4,True
3009,IA_facil,20,Empate,5,True
3009,IA_medio,18,Derrota,4,True
3009,IA_dificil,20,Empate,7,False
3010,IA_facil,19,Victoria,5,True
3010,IA_medio,17,Derrota,5,True
3010,IA_dificil,18,Derrota,5,True
3011,IA_facil,17,Derrota,4,True
3011,IA_medio,18,Empate,4,True
3011,IA_dificil,18,Empate,5,False
3012,IA_facil,19,Empate,5,True
3012,IA_medio,19,Empate,6,True
3012,IA_dificil,22,Derrota,7,True
3013,IA_facil,17,Derrota,8,True
3013,IA_medio,20,Victoria,4,True
3013,IA_dificil,18,Derrota,5,True
3014,IA_facil,17,Derrota,4,True
3014,IA_medio,19,Victoria,6,False
3014,IA_dificil,18,Derrota,4,True
3015,IA_facil,19,Victoria,4,True
3015,IA_medio,17,Derrota,5,True
3015,IA_dificil,18,Derrota,7,True
3016,IA_facil,18,Empate,6,False
3016,IA_medio,17,Derrota,4,True
3016,IA_dificil,18,Empate,5,True
3017,IA_facil,21,Victoria,6,False
3017,IA_medio,12,Derrota,5,False
3017,IA_dificil,17,Derrota,5,False
3018,IA_facil,19,Empate,4,True
3018,IA_medio,19,Empate,5,True
3018,IA_dificil,17,Derrota,6,True
3019,IA_facil,19,Derrota,5,True
3019,IA_medio,20,Victoria,7,False
3019,IA_dificil,19,Derrota,6,True
3020,IA_facil,18,Empate,8,True
3020,IA_medio,17,Derrota,8,True
3020,IA_dificil,18,Empate,5,True
3021,IA_facil,19,Derrota,6,True
3021,IA_medio,18,Derrota,5,True
3021,IA_dificil,20,Victoria,7,False
3022,IA_facil,17,Empate,5,False
3022,IA_medio,17,Empate,4,True
3022,IA_dificil,17,Empate,4,True
3023,IA_facil,19,Derrota,5,True
3023,IA_medio,20,Victoria,5,True
3023,IA_dificil,19,Derrota,5,True
3024,IA_facil,20,Derrota,5,False
3024,IA_medio,21,Victoria,5,False
3024,IA_dificil,12,Derrota,4,False
3025,IA_facil,18,Derrota,5,True
3025,IA_medio,20,Victoria,6,False
3025,IA_dificil,18,Derrota,4,True
3026,IA_facil,17,Derrota,8,True
3026,IA_medio,19,Victoria,5,True
3026,IA_dificil,18,Derrota,6,True
3027,IA_facil,19,Empate,5,True
3027,IA_medio,17,Derrota,4,True
3027,IA_dificil,19,Empate,6,False
3028,IA_facil,20,Derrota,7,False
3028,IA_medio,21,Victoria,7,False
3028,IA_dificil,20,Derrota,5,True
3029,IA_facil,17,Derrota,6,True
3029,IA_medio,18,Victoria,5,True
3029,IA_dificil,17,Derrota,5,True
3030,IA_facil,20,Victoria,4,True
3030,IA_medio,22,Derrota,6,True
3030,IA_dificil,17,Derrota,5,True
3031,IA_facil,19,Derrota,5,True
3031,IA_medio,18,Derrota,5,True
3031,IA_dificil,21,Victoria,6,False
3032,IA_facil,18,Victoria,4,True
3032,IA_medio,22,Derrota,6,True
3032,IA_dificil,22,Derrota,4,True
3033,IA_facil,17,Derrota,7,True
3033,IA_medio,18,Victoria,7,True
3033,IA_dificil,17,Derrota,6,True
3034,IA_facil,19,Victoria,5,True
3034,IA_medio,22,Derrota,5,True
3034,IA_dificil,18,Derrota,6,True
3035,IA_facil,17,Derrota,6,True
3035,IA_medio,19,Victoria,10,False
3035,IA_dificil,17,Derrota,6,True
3036,IA_facil,18,Empate,4,True
3036,IA_medio,18,Empate,5,True
3036,IA_dificil,17,Derrota,6,True
3037,IA_facil,18,Derrota,4,True
3037,IA_medio,13,Derrota,5,False
3037,IA_dificil,21,Victoria,5,False
3038,IA_facil,19,Derrota,6,True
3038,IA_medio,20,Victoria,6,True
3038,IA_dificil,17,Derrota,5,True
3039,IA_facil,17,Derrota,6,True
3039,IA_medio,19,Empate,5,True
3039,IA_dificil,19,Empate,6,True
3040,IA_facil,18,Empate,5,True
3040,IA_medio,17,Derrota,4,True
3040,IA_dificil,18,Empate,6,False
3041,IA_facil,19,Victoria,6,False
3041,IA_medio,18,Derrota,4,True
3041,IA_dificil,17,Derrota,3,True
3042,IA_facil,19,Derrota,6,True
3042,IA_medio,19,Derrota,5,True
3042,IA_dificil,20,Victoria,8,False
3043,IA_facil,17,Derrota,6,True
3043,IA_medio,20,Victoria,7,False
3043,IA_dificil,17,Derrota,6,True
3044,IA_facil,18,Derrota,6,True
3044,IA_medio,19,Derrota,4,True
3044,IA_dificil,20,Victoria,4,True
3045,IA_facil,17,Derrota,4,True
3045,IA_medio,19,Derrota,6,True
3045,IA_dificil,20,Victoria,5,True
3046,IA_facil,21,Victoria,5,False
3046,IA_medio,14,Derrota,4,False
3046,IA_dificil,18,Derrota,4,False
3047,IA_facil,18,Derrota,4,True
3047,IA_medio,20,Victoria,5,True
3047,IA_dificil,18,Derrota,5,True
3048,IA_facil,17,Empate,4,True
3048,IA_medio,17,Empate,8,False
3048,IA_dificil,17,Empate,6,True
3049,IA_facil,18,Derrota,5,False
3049,IA_medio,15,Derrota,5,False
3049,IA_dificil,21,Victoria,5,False
3050,IA_facil,21,Victoria,5,False
3050,IA_medio,12,Derrota,4,False
3050,IA_dificil,15,Derrota,4,False
3051,IA_facil,17,Derrota,5,True
3051,IA_medio,18,Derrota,4,True
3051,IA_dificil,19,Victoria,6,False
3052,IA_facil,19,Derrota,4,True
3052,IA_medio,18,Derrota,7,True
3052,IA_dificil,20,Victoria,4,True
3053,IA_facil,20,Derrota,5,True
3053,IA_medio,21,Victoria,8,False
3053,IA_dificil,20,Derrota,5,True
3054,IA_facil,17,Derrota,7,True
3054,IA_medio,19,Victoria,7,True
3054,IA_dificil,18,Derrota,6,True
3055,IA_facil,19,Derrota,6,True
3055,IA_medio,20,Victoria,7,False
3055,IA_dificil,18,Derrota,6,True
3056,IA_facil,17,Empate,5,True
3056,IA_medio,17,Empate,6,False
3056,IA_dificil,17,Empate,4,True
3057,IA_facil,18,Derrota,4,True
3057,IA_medio,17,Derrota,5,False
3057,IA_dificil,21,Victoria,5,False
3058,IA_facil,17,Derrota,4,True
3058,IA_medio,21,Victoria,6,False
3058,IA_dificil,16,Derrota,5,False
3059,IA_facil,19,Victoria,6,True
3059,IA_medio,18,Derrota,5,True
3059,IA_dificil,17,Derrota,6,True
3060,IA_facil,19,Empate,8,False
3060,IA_medio,19,Empate,6,True
3060,IA_dificil,19,Empate,6,True
3061,IA_facil,18,Derrota,4,True
3061,IA_medio,19,Derrota,7,True
3061,IA_dificil,20,Victoria,5,True
3062,IA_facil,18,Derrota,4,True
3062,IA_medio,19,Empate,5,True
3062,IA_dificil,19,Empate,5,True
3063,IA_facil,19,Derrota,4,True
3063,IA_medio,20,Victoria,5,False
3063,IA_dificil,18,Derrota,4,True
3064,IA_facil,17,Derrota,4,True
3064,IA_medio,18,Victoria,6,True
3064,IA_dificil,17,Derrota,7,True
3065,IA_facil,18,Victoria,5,True
3065,IA_medio,17,Derrota,6,True
3065,IA_dificil,17,Derrota,6,True
3066,IA_facil,21,Victoria,6,False
3066,IA_medio,17,Derrota,5,False
3066,IA_dificil,16,Derrota,5,False
3067,IA_facil,13,Derrota,4,False
3067,IA_medio,21,Victoria,4,False
3067,IA_dificil,12,Derrota,3,False
3068,IA_facil,19,Victoria,5,True
3068,IA_medio,17,Derrota,6,True
3068,IA_dificil,17,Derrota,3,True
3069,IA_facil,17,Derrota,4,True
3069,IA_medio,17,Derrota,7,True
3069,IA_dificil,20,Victoria,6,True
3070,IA_facil,9,Derrota,5,False
3070,IA_medio,21,Victoria,5,False
3070,IA_dificil,15,Derrota,4,False
3071,IA_facil,15,Derrota,5,False
3071,IA_medio,12,Derrota,5,False
3071,IA_dificil,21,Victoria,5,False
3072,IA_facil,17,Derrota,3,True
3072,IA_medio,19,Victoria,4,True
3072,IA_dificil,22,Derrota,5,True
3073,IA_facil,20,Victoria,7,False
3073,IA_medio,19,Derrota,5,True
3073,IA_dificil,17,Derrota,4,True
3074,IA_facil,18,Empate,6,True
3074,IA_medio,18,Empate,6,True
3074,IA_dificil,22,Derrota,6,True
3075,IA_facil,17,Derrota,5,True
3075,IA_medio,18,Derrota,6,True
3075,IA_dificil,20,Victoria,6,True
3076,IA_facil,17,Empate,3,True
3076,IA_medio,17,Empate,4,True
3076,IA_dificil,22,Derrota,5,True
3077,IA_facil,18,Empate,6,True
3077,IA_medio,18,Empate,6,True
3077,IA_dificil,17,Derrota,5,True
3078,IA_facil,19,Victoria,4,True
3078,IA_medio,17,Derrota,4,True
3078,IA_dificil,18,Derrota,5,True
3079,IA_facil,19,Derrota,6,True
3079,IA_medio,20,Victoria,6,True
3079,IA_dificil,19,Derrota,5,True
3080,IA_facil,18,Victoria,5,True
3080,IA_medio,17,Derrota,9,True
3080,IA_dificil,22,Derrota,5,True
3081,IA_facil,20,Victoria,5,True
3081,IA_medio,17,Derrota,5,True
3081,IA_dificil,19,Derrota,6,True
3082,IA_facil,19,Victoria,5,True
3082,IA_medio,17,Derrota,5,True
3082,IA_dificil,22,Derrota,6,True
3083,IA_facil,19,Victoria,6,False
3083,IA_medio,17,Derrota,4,True
3083,IA_dificil,18,Derrota,4,True
3084,IA_facil,17,Derrota,6,True
3084,IA_medio,19,Empate,6,True
3084,IA_dificil,19,Empate,6,True
3085,IA_facil,18,Derrota,4,True
3085,IA_medio,21,Victoria,5,False
3085,IA_dificil,10,Derrota,4,False
3086,IA_facil,15,Derrota,5,False
3086,IA_medio,21,Victoria,5,False
3086,IA_dificil,9,Derrota,4,False
3087,IA_facil,17,Derrota,4,True
3087,IA_medio,21,Victoria,5,False
3087,IA_dificil,12,Derrota,4,False
3088,IA_facil,14,Derrota,5,False
3088,IA_medio,14,Derrota,5,False
3088,IA_dificil,21,Victoria,5,False
3089,IA_facil,19,Victoria,5,True
3089,IA_medio,22,Derrota,6,True
3089,IA_dificil,18,Derrota,6,True
3090,IA_facil,21,Victoria,6,False
3090,IA_medio,14,Derrota,5,False
3090,IA_dificil,18,Derrota,5,False
3091,IA_facil,19,Empate,5,True
3091,IA_medio,19,Empate,6,False
3091,IA_dificil,17,Derrota,4,True
3092,IA_facil,17,Derrota,7,True
3092,IA_medio,18,Empate,5,True
3092,IA_dificil,18,Empate,5,True
3093,IA_facil,21,Victoria,6,False
3093,IA_medio,17,Derrota,4,True
3093,IA_dificil,19,Derrota,5,False
3094,IA_facil,19,Derrota,5,False
3094,IA_medio,22,Derrota,4,True
3094,IA_dificil,21,Victoria,5,False
3095,IA_facil,18,Derrota,7,True
3095,IA_medio,19,Victoria,5,True
3095,IA_dificil,17,Derrota,5,True
3096,IA_facil,17,Derrota,7,True
3096,IA_medio,19,Victoria,5,True
3096,IA_dificil,18,Derrota,3,True
3097,IA_facil,19,Victoria,4,True
3097,IA_medio,17,Derrota,5,True
3097,IA_dificil,17,Derrota,4,True
3098,IA_facil,17,Derrota,4,True
3098,IA_medio,19,Victoria,5,True
3098,IA_dificil,18,Derrota,7,True
3099,IA_facil,11,Derrota,4,False
3099,IA_medio,21,Victoria,4,False
3099,IA_dificil,8,Derrota,3,False
3100,IA_facil,18,Derrota,5,True
3100,IA_medio,20,Victoria,5,True
3100,IA_dificil,18,Derrota,6,True
3101,IA_facil,19,Derrota,5,True
3101,IA_medio,20,Victoria,5,True
3101,IA_dificil,19,Derrota,5,True
3102,IA_facil,17,Derrota,6,True
3102,IA_medio,20,Victoria,6,True
3102,IA_dificil,18,Derrota,5,True
3103,IA_facil,17,Derrota,4,True
3103,IA_medio,19,Derrota,7,False
3103,IA_dificil,21,Victoria,7,False
3104,IA_facil,20,Derrota,5,True
3104,IA_medio,17,Derrota,4,True
3104,IA_dificil,21,Victoria,6,False
3105,IA_facil,18,Derrota,6,True
3105,IA_medio,17,Derrota,5,True
3105,IA_dificil,20,Victoria,5,True
3106,IA_facil,18,Empate,6,False
3106,IA_medio,17,Derrota,4,True
3106,IA_dificil,18,Empate,5,True
3107,IA_facil,18,Derrota,6,True
3107,IA_medio,18,Derrota,5,True
3107,IA_dificil,19,Victoria,5,True
3108,IA_facil,17,Empate,5,True
3108,IA_medio,17,Empate,4,True
3108,IA_dificil,17,Empate,5,True
3109,IA_facil,18,Derrota,5,True
3109,IA_medio,22,Derrota,6,True
3109,IA_dificil,19,Victoria,5,True
3110,IA_facil,20,Derrota,4,True
3110,IA_medio,21,Victoria,5,False
3110,IA_dificil,16,Derrota,4,False
3111,IA_facil,19,Empate,6,False
3111,IA_medio,19,Empate,5,True
3111,IA_dificil,22,Derrota,6,True
3112,IA_facil,14,Derrota,5,False
3112,IA_medio,21,Victoria,5,False
3112,IA_dificil,13,Derrota,4,False
3113,IA_facil,21,Victoria,5,False
3113,IA_medio,14,Derrota,4,False
3113,IA_dificil,15,Derrota,4,False
3114,IA_facil,21,Victoria,5,False
3114,IA_medio,12,Derrota,4,False
3114,IA_dificil,11,Derrota,4,False
3115,IA_facil,19,Derrota,5,True
3115,IA_medio,18,Derrota,6,True
3115,IA_dificil,20,Victoria,5,True
3116,IA_facil,20,Empate,4,True
3116,IA_medio,20,Empate,6,True
3116,IA_dificil,18,Derrota,8,True
3117,IA_facil,17,Derrota,4,True
3117,IA_medio,16,Derrota,5,False
3117,IA_dificil,21,Victoria,5,False
3118,IA_facil,22,Derrota,6,True
3118,IA_medio,21,Victoria,6,False
3118,IA_dificil,12,Derrota,5,False
3119,IA_facil,19,Empate,7,False
3119,IA_medio,19,Empate,6,True
3119,IA_dificil,17,Derrota,4,True
3120,IA_facil,17,Derrota,3,True
3120,IA_medio,19,Empate,4,True
3120,IA_dificil,19,Empate,5,False
3121,IA_facil,20,Victoria,6,True
3121,IA_medio,19,Derrota,6,True
3121,IA_dificil,17,Derrota,5,True
3122,IA_facil,17,Derrota,4,True
3122,IA_medio,19,Victoria,6,True
3122,IA_dificil,18,Derrota,6,True
3123,IA_facil,17,Derrota,5,True
3123,IA_medio,18,Derrota,5,True
3123,IA_dificil,21,Victoria,6,False
3124,IA_facil,21,Victoria,6,False
3124,IA_medio,20,Derrota,4,True
3124,IA_dificil,18,Derrota,4,True
3125,IA_facil,18,Empate,6,True
3125,IA_medio,22,Derrota,7,True
3125,IA_dificil,18,Empate,5,True
3126,IA_facil,17,Derrota,4,True
3126,IA_medio,17,Derrota,4,True
3126,IA_dificil,19,Victoria,7,False
3127,IA_facil,17,Derrota,6,True
3127,IA_medio,18,Victoria,4,True
3127,IA_dificil,17,Derrota,7,True
3128,IA_facil,21,Victoria,4,False
3128,IA_medio,15,Derrota,3,False
3128,IA_dificil,14,Derrota,3,False
3129,IA_facil,17,Empate,6,True
3129,IA_medio,17,Empate,8,False
3129,IA_dificil,22,Derrota,5,True
3130,IA_facil,19,Derrota,5,True
3130,IA_medio,19,Derrota,6,True
3130,IA_dificil,21,Victoria,7,False
3131,IA_facil,20,Victoria,6,False
3131,IA_medio,17,Derrota,4,True
3131,IA_dificil,18,Derrota,5,True
3132,IA_facil,19,Empate,6,False
3132,IA_medio,17,Derrota,5,True
3132,IA_dificil,19,Empate,5,True
3133,IA_facil,17,Derrota,4,True
3133,IA_medio,18,Derrota,4,True
3133,IA_dificil,21,Victoria,7,False
3134,IA_facil,20,Victoria,6,True
3134,IA_medio,17,Derrota,6,True
3134,IA_dificil,17,Derrota,5,True
3135,IA_facil,14,Derrota,6,False
3135,IA_medio,22,Derrota,6,True
3135,IA_dificil,21,Victoria,6,False
3136,IA_facil,11,Derrota,5,False
3136,IA_medio,21,Victoria,5,False
3136,IA_dificil,12,Derrota,4,False
3137,IA_facil,18,Derrota,5,True
3137,IA_medio,19,Victoria,5,True
3137,IA_dificil,18,Derrota,5,True
3138,IA_facil,17,Derrota,4,True
3138,IA_medio,18,Derrota,5,True
3138,IA_dificil,19,Victoria,5,True
3139,IA_facil,7,Derrota,4,False
3139,IA_medio,21,Victoria,4,False
3139,IA_dificil,9,Derrota,3,False
3140,IA_facil,19,Victoria,5,True
3140,IA_medio,17,Derrota,6,True
3140,IA_dificil,18,Derrota,5,True
3141,IA_facil,19,Victoria,5,True
3141,IA_medio,18,Derrota,6,True
3141,IA_dificil,17,Derrota,6,True
3142,IA_facil,18,Empate,5,False
3142,IA_medio,18,Empate,4,True
3142,IA_dificil,17,Derrota,4,True
3143,IA_facil,17,Derrota,5,True
3143,IA_medio,19,Victoria,6,False
3143,IA_dificil,17,Derrota,4,True
3144,IA_facil,19,Derrota,4,True
3144,IA_medio,21,Victoria,6,False
3144,IA_dificil,13,Derrota,5,False
3145,IA_facil,18,Empate,7,False
3145,IA_medio,18,Empate,5,True
3145,IA_dificil,18,Empate,6,True
3146,IA_facil,17,Derrota,7,True
3146,IA_medio,20,Victoria,5,True
3146,IA_dificil,18,Derrota,5,True
3147,IA_facil,20,Victoria,5,True
3147,IA_medio,19,Derrota,4,True
3147,IA_dificil,17,Derrota,6,True
3148,IA_facil,18,Empate,5,True
3148,IA_medio,17,Derrota,4,True
3148,IA_dificil,18,Empate,5,True
3149,IA_facil,17,Derrota,6,True
3149,IA_medio,19,Empate,5,True
3149,IA_dificil,19,Empate,5,True
3150,IA_facil,19,Derrota,5,True
3150,IA_medio,20,Victoria,7,False
3150,IA_dificil,22,Derrota,7,True
3151,IA_facil,20,Victoria,5,True
3151,IA_medio,18,Derrota,5,True
3151,IA_dificil,17,Derrota,5,True
3152,IA_facil,17,Derrota,4,True
3152,IA_medio,18,Victoria,7,False
3152,IA_dificil,17,Derrota,3,True
3153,IA_facil,19,Empate,5,True
3153,IA_medio,19,Empate,5,True
3153,IA_dificil,18,Derrota,6,True
3154,IA_facil,17,Derrota,7,True
3154,IA_medio,22,Derrota,6,True
3154,IA_dificil,19,Victoria,5,True
3155,IA_facil,19,Victoria,7,False
3155,IA_medio,18,Derrota,6,True
3155,IA_dificil,17,Derrota,4,True
3156,IA_facil,19,Derrota,6,True
3156,IA_medio,19,Derrota,4,True
3156,IA_dificil,20,Victoria,5,True
3157,IA_facil,18,Derrota,7,False
3157,IA_medio,21,Victoria,7,False
3157,IA_dificil,18,Derrota,6,False
3158,IA_facil,17,Derrota,5,True
3158,IA_medio,20,Victoria,5,True
3158,IA_dificil,18,Derrota,7,True
3159,IA_facil,18,Derrota,6,True
3159,IA_medio,18,Derrota,7,True
3159,IA_dificil,19,Victoria,4,True
3160,IA_facil,17,Derrota,6,True
3160,IA_medio,22,Derrota,5,True
3160,IA_dificil,19,Victoria,5,True
3161,IA_facil,19,Victoria,5,True
3161,IA_medio,17,Derrota,5,True
3161,IA_dificil,18,Derrota,4,True
3162,IA_facil,20,Empate,5,True
3162,IA_medio,18,Derrota,5,True
3162,IA_dificil,20,Empate,4,True
3163,IA_facil,18,Derrota,5,True
3163,IA_medio,20,Victoria,8,False
3163,IA_dificil,17,Derrota,4,True
3164,IA_facil,21,Victoria,4,False
3164,IA_medio,7,Derrota,3,False
3164,IA_dificil,10,Derrota,3,False
3165,IA_facil,20,Victoria,4,True
3165,IA_medio,18,Derrota,5,True
3165,IA_dificil,19,Derrota,6,True
3166,IA_facil,19,Derrota,5,True
3166,IA_medio,21,Victoria,6,False
3166,IA_dificil,15,Derrota,5,False
3167,IA_facil,18,Derrota,5,True
3167,IA_medio,21,Victoria,6,False
3167,IA_dificil,13,Derrota,5,False
3168,IA_facil,17,Empate,4,True
3168,IA_medio,17,Empate,4,True
3168,IA_dificil,17,Empate,5,False
3169,IA_facil,20,Empate,7,False
3169,IA_medio,20,Empate,5,True
3169,IA_dificil,18,Derrota,6,True
3170,IA_facil,18,Victoria,5,True
3170,IA_medio,17,Derrota,5,True
3170,IA_dificil,17,Derrota,3,True
3171,IA_facil,18,Empate,5,False
3171,IA_medio,18,Empate,4,True
3171,IA_dificil,17,Derrota,4,True
3172,IA_facil,18,Empate,5,True
3172,IA_medio,18,Empate,4,True
3172,IA_dificil,18,Empate,5,True
3173,IA_facil,15,Derrota,4,False
3173,IA_medio,21,Victoria,4,False
3173,IA_dificil,9,Derrota,3,False
3174,IA_facil,19,Victoria,5,True
3174,IA_medio,18,Derrota,5,True
3174,IA_dificil,18,Derrota,6,True
3175,IA_facil,22,Derrota,4,True
3175,IA_medio,17,Victoria,5,True
3175,IA_dificil,22,Derrota,7,True
3176,IA_facil,18,Derrota,6,True
3176,IA_medio,20,Victoria,5,True
3176,IA_dificil,18,Derrota,5,True
3177,IA_facil,18,Derrota,8,True
3177,IA_medio,17,Derrota,4,True
3177,IA_dificil,19,Victoria,6,True
3178,IA_facil,17,Derrota,4,True
3178,IA_medio,20,Empate,5,True
3178,IA_dificil,20,Empate,6,False
3179,IA_facil,17,Derrota,6,True
3179,IA_medio,18,Victoria,7,False
3179,IA_dificil,17,Derrota,6,True
3180,IA_facil,18,Derrota,4,True
3180,IA_medio,19,Empate,4,True
3180,IA_dificil,19,Empate,5,False
3181,IA_facil,17,Derrota,4,True
3181,IA_medio,19,Victoria,6,True
3181,IA_dificil,17,Derrota,6,True
3182,IA_facil,20,Empate,5,True
3182,IA_medio,20,Empate,4,True
3182,IA_dificil,20,Empate,6,False
3183,IA_facil,17,Derrota,4,True
3183,IA_medio,18,Victoria,8,False
3183,IA_dificil,17,Derrota,5,True
3184,IA_facil,19,Victoria,4,True
3184,IA_medio,18,Derrota,5,True
3184,IA_dificil,18,Derrota,4,True
3185,IA_facil,20,Derrota,6,True
3185,IA_medio,19,Derrota,5,True
3185,IA_dificil,21,Victoria,7,False
3186,IA_facil,20,Victoria,6,False
3186,IA_medio,19,Derrota,4,True
3186,IA_dificil,17,Derrota,4,True
3187,IA_facil,17,Derrota,6,True
3187,IA_medio,19,Empate,6,True
3187,IA_dificil,19,Empate,8,False
3188,IA_facil,18,Derrota,6,True
3188,IA_medio,20,Victoria,4,True
3188,IA_dificil,18,Derrota,6,True
3189,IA_facil,17,Derrota,7,True
3189,IA_medio,18,Empate,6,True
3189,IA_dificil,18,Empate,5,True
3190,IA_facil,22,Derrota,5,True
3190,IA_medio,17,Derrota,5,False
3190,IA_dificil,21,Victoria,5,False
3191,IA_facil,22,Derrota,5,True
3191,IA_medio,17,Empate,4,True
3191,IA_dificil,17,Empate,5,False
3192,IA_facil,8,Derrota,4,False
3192,IA_medio,21,Victoria,4,False
3192,IA_dificil,14,Derrota,3,False
3193,IA_facil,19,Empate,4,True
3193,IA_medio,19,Empate,5,False
3193,IA_dificil,17,Derrota,3,True
3194,IA_facil,18,Derrota,5,False
3194,IA_medio,22,Derrota,5,True
3194,IA_dificil,21,Victoria,5,False
3195,IA_facil,18,Empate,5,True
3195,IA_medio,17,Derrota,6,True
3195,IA_dificil,18,Empate,5,True
